ari_2_subtypes	ari_3_subtypes	ari_4_subtypes	ari_5_subtypes	ari_6_subtypes	ari_7_subtypes	ari_8_subtypes	ari_9_subtypes	ari_10_subtypes
0.08160928058315657	0.1751642901461485	0.09007726365918337	0.1436101711990939	0.08885907341274327	0.10207373560970313	0.10933926301179318	0.1555471733673863	0.06058495339751168
