y_hat
9
6
3
6
4
0
6
6
5
5
6
3
3
1
1
3
6
1
0
3
1
1
0
4
3
9
0
1
5
1
3
9
1
4
0
3
1
1
3
4
7
1
4
8
5
4
2
0
5
9
2
4
10
1
1
6
1
0
1
3
7
1
6
1
5
4
1
1
6
8
0
3
4
1
0
6
1
9
7
9
4
0
5
10
6
10
6
1
1
1
6
2
1
5
8
0
1
9
7
1
1
0
3
0
1
1
3
5
6
1
3
0
0
1
6
0
4
10
1
6
0
1
1
1
9
0
1
1
8
10
8
5
0
0
1
9
1
3
3
6
9
1
1
0
3
8
1
1
1
1
1
10
5
9
3
2
0
0
7
2
3
6
0
2
1
1
7
9
1
7
6
1
5
1
3
6
3
8
7
0
1
9
5
5
1
8
0
1
9
3
1
9
3
1
3
0
5
6
8
4
9
3
5
1
9
8
9
0
3
7
3
1
4
1
7
1
3
0
9
0
1
10
4
10
4
1
9
1
1
3
1
1
1
1
3
9
7
0
1
3
10
6
1
8
9
0
6
3
4
9
1
3
8
0
1
8
8
9
3
3
1
1
0
6
5
0
7
6
0
1
3
2
10
3
1
2
9
1
6
1
1
0
8
3
3
2
8
0
5
9
1
1
10
1
1
1
6
1
1
1
5
7
3
1
0
10
10
1
1
0
1
8
6
1
1
0
5
1
1
0
6
1
4
2
3
9
1
0
7
2
9
1
5
1
3
9
3
0
9
5
3
1
10
9
1
1
3
6
4
1
6
0
7
4
0
1
3
1
1
6
1
0
3
1
3
8
4
6
7
1
3
0
1
5
5
9
3
1
7
5
1
1
6
0
1
1
8
2
5
9
5
9
10
1
0
8
4
3
0
10
3
6
1
5
6
6
7
8
1
1
2
3
7
1
0
1
1
0
1
1
1
1
0
5
6
2
5
2
1
0
4
1
1
9
1
1
1
1
0
8
9
0
1
1
3
3
6
5
1
5
1
7
3
1
6
1
9
3
2
0
1
1
1
1
2
9
7
1
4
3
9
0
0
6
9
1
6
5
1
3
0
3
6
4
1
1
1
4
1
1
3
2
1
1
1
3
10
10
0
0
1
9
3
3
9
